kernel_id,variety_code,variety,PC1,PC2,PC3,PC4,PC5,PC6,PC7
kernel_109,2,Rosa,4.148575,-1.100230,-0.863868,0.193895,0.305570,0.058064,0.038534
kernel_110,2,Rosa,2.830640,0.655213,-0.742844,-0.019437,-0.025901,-0.076360,0.016818
kernel_111,2,Rosa,2.793992,0.678534,-0.244152,-0.128588,-0.088787,0.074764,0.016833
kernel_112,2,Rosa,3.132780,-0.734557,-0.313241,-0.553078,-0.215235,0.000382,0.009059
kernel_113,2,Rosa,3.434694,0.881941,-0.016111,0.049140,-0.066313,0.145103,0.041318
kernel_114,2,Rosa,2.793391,-2.211418,1.018226,-0.489674,-0.132095,-0.087386,-0.009534
kernel_115,2,Rosa,4.400904,-1.268984,0.348277,-0.324254,-0.048225,0.038788,0.073868
kernel_116,2,Rosa,3.449526,0.051717,-0.764779,0.108027,0.243399,0.034809,0.033543
kernel_117,2,Rosa,2.975044,0.115294,1.243879,-0.196498,-0.109671,0.049688,0.035411
kernel_118,2,Rosa,3.403234,-0.175356,-0.161569,0.188442,-0.111866,0.064199,0.013710
kernel_119,2,Rosa,3.140595,0.003454,0.490585,0.063980,0.191150,-0.011442,0.041783
kernel_120,2,Rosa,3.991817,-0.586137,-0.548580,-0.031184,0.001293,0.061816,0.041250
kernel_121,2,Rosa,3.749657,-1.535011,1.171441,-0.267031,-0.233084,0.012671,0.035451
kernel_122,2,Rosa,2.350647,-0.522911,-0.207966,0.090051,-0.121830,-0.203380,-0.018031
kernel_123,2,Rosa,0.799216,-0.868137,-0.205263,-0.146527,-0.355110,-0.080750,-0.071836
kernel_124,2,Rosa,2.832389,0.655005,0.532181,0.337514,-0.076864,-0.036180,0.017808
kernel_125,2,Rosa,0.640351,1.363984,1.203940,-0.075137,-0.433576,-0.080719,-0.032050
kernel_126,2,Rosa,3.072426,-0.209606,0.818010,0.096901,-0.122191,0.142661,0.009091
kernel_127,2,Rosa,2.703012,-1.247070,-0.194910,-0.163659,0.050458,-0.144292,-0.003347
kernel_128,2,Rosa,2.595241,0.789442,-0.073929,0.389025,-0.066407,-0.022332,0.001002
kernel_129,2,Rosa,3.873791,-0.146732,-1.277681,-0.294390,0.008692,-0.100173,0.053834
kernel_130,2,Rosa,1.836205,-0.397731,1.538433,-0.046375,-0.209342,-0.062520,-0.018974
kernel_131,2,Rosa,2.859103,0.752857,0.517333,0.519715,-0.011733,-0.030029,0.014464
kernel_132,2,Rosa,3.130402,0.267506,0.058819,-0.015972,-0.144374,0.049160,0.016900
kernel_133,2,Rosa,0.693173,-0.813675,0.037694,0.312004,0.273026,-0.000903,-0.042743
kernel_134,2,Rosa,1.009501,-0.836534,-0.137853,0.042962,-0.156091,-0.020053,-0.064429
kernel_135,2,Rosa,0.912856,-0.742110,0.692845,0.511487,0.067225,0.098227,-0.058868
kernel_136,2,Rosa,0.568937,0.775814,0.880433,0.374838,-0.182809,0.012016,-0.042555
kernel_137,2,Rosa,2.195296,-0.424830,-0.223243,0.125129,0.141906,0.106465,-0.023239
kernel_138,2,Rosa,0.799150,-0.455405,-1.350792,0.238145,0.018580,-0.028207,-0.062024
kernel_139,2,Rosa,0.724307,-0.219014,-1.039421,0.129816,-0.092944,-0.013897,-0.056371
kernel_140,2,Rosa,1.465387,-0.213996,0.170678,0.545195,0.060591,0.078698,-0.045790
kernel_141,3,Canadian,-1.350277,-1.224214,0.054435,0.052011,-0.016644,0.020297,-0.041911
kernel_142,3,Canadian,-1.093503,-1.798848,1.187862,0.102699,0.204411,0.067711,-0.038334
kernel_143,3,Canadian,-1.246059,-1.113457,0.866605,0.045011,-0.048078,-0.033301,-0.044652
kernel_144,3,Canadian,-1.900779,-0.629451,0.787892,0.354167,0.013200,0.039921,-0.012433
kernel_145,3,Canadian,-2.466093,-1.070180,-0.814719,-0.132948,-0.126472,0.007085,-0.003800
kernel_146,3,Canadian,-2.971433,-2.185082,-0.401606,-0.059139,-0.128890,0.056345,0.008403
kernel_147,3,Canadian,-2.602780,0.244803,-1.609229,0.216643,-0.188308,-0.041753,0.018128
kernel_148,3,Canadian,-1.853730,0.021828,0.400066,-0.007323,0.082856,-0.033317,0.004504
kernel_149,3,Canadian,-1.543567,-0.130560,-0.807786,0.231503,-0.024996,-0.043408,-0.020560
kernel_150,3,Canadian,-3.190435,-1.932603,-0.882002,-0.161725,-0.041898,0.180143,0.039017
kernel_151,3,Canadian,-2.193235,-0.962966,0.118537,0.382324,0.030848,0.022138,-0.004855
kernel_152,3,Canadian,-2.466494,-2.454126,0.172394,-0.266350,0.007822,-0.020189,-0.012888
kernel_153,3,Canadian,-1.986040,-1.257347,-0.625557,0.070885,-0.041630,0.008715,-0.023055
kernel_154,3,Canadian,-2.931703,-0.360750,-1.267222,-0.139472,-0.091057,0.022062,0.036192
kernel_155,3,Canadian,-2.586118,-0.606238,-0.688964,0.389563,-0.138132,0.023600,0.009519
kernel_156,3,Canadian,-2.958169,-1.763673,-0.298220,0.035496,-0.026752,-0.003711,0.021097
kernel_157,3,Canadian,-2.557478,0.506930,-0.200882,0.373546,-0.096101,0.050092,0.028722
kernel_158,3,Canadian,-2.488524,-1.776213,-1.257350,-0.484611,-0.287602,-0.054280,-0.027943
kernel_159,3,Canadian,-2.539317,-1.656601,-1.552639,-0.229365,-0.093178,-0.002632,-0.009330
kernel_160,3,Canadian,-2.662658,-1.640788,-0.523265,0.123721,-0.018551,-0.031682,0.004659
kernel_161,3,Canadian,-1.481382,-0.364424,-1.190199,0.434271,0.006620,0.032519,-0.021885
kernel_162,3,Canadian,-1.999207,-0.564434,-0.343622,0.379502,0.179248,-0.036470,0.004064
kernel_163,3,Canadian,-2.370392,-0.856141,-0.079276,-0.207514,-0.069059,-0.032467,0.001355
kernel_164,3,Canadian,-1.722827,-0.373634,0.020548,0.068181,-0.003605,0.035682,-0.011594
kernel_165,3,Canadian,-2.967605,-1.057614,1.045580,0.293531,-0.066748,-0.032863,0.021529
kernel_166,3,Canadian,-1.826667,1.435326,-0.195081,0.615324,0.027695,-0.058804,0.011290
kernel_167,3,Canadian,-1.906409,-0.918542,-0.084104,0.104442,-0.079726,-0.037321,-0.022120
kernel_168,3,Canadian,-1.840143,-0.451454,-0.824698,0.292897,0.130039,0.039368,-0.002682
kernel_169,3,Canadian,-2.896144,-0.879681,-0.797743,0.058706,-0.129294,-0.122767,0.016633
kernel_170,3,Canadian,-2.872349,-0.239825,-0.893804,0.193751,-0.226372,-0.062298,0.020856
kernel_171,3,Canadian,-3.091797,-2.327025,-0.047304,-0.239333,0.034480,0.155955,0.030295
kernel_172,3,Canadian,-2.812037,-1.454201,0.903085,-0.242212,-0.046015,0.034770,0.014165
kernel_173,3,Canadian,-2.886038,-0.396596,-0.307986,0.066123,-0.163516,-0.021479,0.024450
kernel_174,3,Canadian,-2.865490,-1.205754,0.088153,0.008904,-0.155575,-0.033616,0.009857
kernel_175,3,Canadian,-3.213906,-1.796110,-1.012637,-0.153042,-0.123692,0.133789,0.034134
kernel_176,3,Canadian,-2.915512,-0.185059,0.430304,0.537373,-0.095779,0.132453,0.035944
kernel_177,3,Canadian,-2.924729,-1.165958,-0.133642,0.024679,-0.019257,-0.039803,0.027789
kernel_178,3,Canadian,-3.298974,-0.801692,-0.444762,-0.025935,0.045037,-0.000662,0.061758
kernel_179,3,Canadian,-2.803310,-1.077336,0.496481,-0.035282,0.090254,-0.086747,0.025925
kernel_180,3,Canadian,-1.775500,0.682412,-1.563241,0.164022,-0.047357,0.096488,0.003177
kernel_181,3,Canadian,-2.879445,-0.252369,0.446655,-0.074121,0.072327,-0.119596,0.036452
kernel_182,3,Canadian,-1.721429,-0.219053,0.767048,0.268692,0.024665,0.039880,-0.012188
kernel_183,3,Canadian,-2.030207,-0.480079,0.300037,0.199625,0.005822,-0.022230,-0.004478
kernel_184,3,Canadian,-2.456159,-0.572715,0.496732,0.346266,-0.065193,-0.032884,0.002436
kernel_185,3,Canadian,-1.430292,-1.437058,0.663592,-0.030377,0.141758,0.120421,-0.026583
kernel_186,3,Canadian,-2.651212,-1.092144,-1.280436,-0.150122,-0.013149,-0.015499,0.015775
kernel_187,3,Canadian,-2.411580,-1.646869,-0.985091,-0.018548,-0.021973,-0.006984,-0.005259
kernel_188,3,Canadian,-3.179547,-0.419114,-0.519188,0.044804,-0.066219,-0.044534,0.047901
kernel_189,3,Canadian,-2.958130,-1.479702,1.674047,0.049848,0.123903,-0.002942,0.026790
kernel_190,3,Canadian,-3.279763,0.095455,0.819346,0.282797,-0.011904,0.046614,0.060693
kernel_191,3,Canadian,-3.173520,-0.997378,0.086730,0.142485,-0.157637,-0.014112,0.029359
kernel_192,3,Canadian,-2.677704,0.099115,-0.043372,0.292478,0.000912,0.014893,0.033535
kernel_193,3,Canadian,-1.914392,0.715779,0.407383,0.679116,0.112566,0.048761,0.012144
kernel_194,3,Canadian,-3.231317,-1.161862,-0.653876,0.025828,-0.026469,0.003195,0.048669
kernel_195,3,Canadian,-1.988392,0.142259,0.238825,0.082740,0.035352,0.103772,0.007911
kernel_196,3,Canadian,-1.590651,0.422555,1.327748,0.062260,-0.006167,0.012933,-0.007054
kernel_197,3,Canadian,-1.693705,-0.124838,1.312331,-0.020590,0.086685,-0.061931,-0.008102
kernel_198,3,Canadian,-1.099783,0.259573,1.044480,0.144806,0.126447,-0.056630,-0.014384
kernel_199,3,Canadian,-1.628885,-0.117475,-0.786959,0.075247,0.033889,-0.004199,-0.008761
kernel_200,3,Canadian,-1.459633,1.753686,0.777933,0.256949,-0.061513,0.008922,-0.003998
kernel_201,3,Canadian,-2.004872,-0.592070,0.762119,-0.041945,-0.070594,0.020923,-0.010918
kernel_202,3,Canadian,-1.612069,2.140577,0.643676,0.251688,-0.151821,-0.056645,0.000167
kernel_203,3,Canadian,-2.814957,0.513214,0.422914,0.253301,0.082431,-0.046540,0.049617
kernel_204,3,Canadian,-1.843623,-1.341374,2.921501,0.027316,0.178827,-0.049324,-0.014674
kernel_205,3,Canadian,-2.005131,0.085892,-0.045343,-0.059507,-0.150903,-0.010236,-0.007563
kernel_206,3,Canadian,-1.991107,0.865956,0.513303,0.150394,0.083427,-0.024834,0.020125
kernel_207,3,Canadian,-2.726865,-0.208190,-0.059059,0.175083,0.031480,0.053960,0.034201
kernel_208,3,Canadian,-1.403633,-1.298593,2.905811,-0.055774,0.024476,0.083032,-0.032326
kernel_209,3,Canadian,-2.339328,0.099699,-0.382515,0.143153,-0.058363,-0.051032,0.013952
kernel_210,3,Canadian,-1.955953,-0.525071,1.013113,0.104952,0.114276,0.010450,-0.000368
